X,Dam_Name,Continent,Lat,Long,Source,,Flag,Article_source,ORD_FLOW,storage,up_area_sk,dem,underground,sgr_dk_rav,row_max_tmin,row_max_q
470,Singrobo,Africa,6.07255,-4.93723,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35137dams with location,catchment,and attribute information",4,NA,60154.4,91,120,3,24.7,40.2
471,Kojokrom,Africa,6.21523,-2.57774,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35138dams with location,catchment,and attribute information",5,NA,8318.51,170,138,1,24.2,148.3
477,Ikom,Africa,5.9667,8.7,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35139dams with location,catchment,and attribute information",4,NA,16720.1,72,91,0,24.5,186.5
478,Son Mbengue,Africa,6.020274,10.00477,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35140dams with location,catchment,and attribute information",6,NA,48.6714,1380,342,135,20.1,354
482,Onitsha,Africa,6.1667,6.7833,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35141dams with location,catchment,and attribute information",6,NA,92.8338,106,147,69,25.6,172.6
483,Asouso,Africa,5.25,-1.9,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35142dams with location,catchment,and attribute information",7,NA,8.55028,95,140,101,24.2,193.2
485,Tanoso,Africa,5.36911,-2.66996,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35143dams with location,catchment,and attribute information",4,NA,13612.2,73,153,12,24.7,348.2
486,Abatumesu,Africa,5.38428,-1.63521,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35144dams with location,catchment,and attribute information",4,NA,22007.5,83,80,14,24.4,186.9
489,Boloubre,Africa,5.545372,-6.483732,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35145dams with location,catchment,and attribute information",4,NA,65002.9,97,69,17,23.9,11.7
493,Gibo-Popoli (Gribo-Popoli),Africa,5.721842,-6.577084,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35146dams with location,catchment,and attribute information",4,NA,63024.4,122,65,6,23.9,11.4
499,Louga,Africa,5.05,-6.2167,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35147dams with location,catchment,and attribute information",6,NA,58.5887,57,106,30,23.9,304.9
500,Kader,Africa,4.8833,14.55,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35148dams with location,catchment,and attribute information",6,NA,63.3033,737,103,22,21.4,90.8
501,Palambo,Africa,4.716667,18.95,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35149dams with location,catchment,and attribute information",3,NA,489797,448,249,2,22.5,161.2
502,Kikot,Africa,4.1728,11.0294,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35150dams with location,catchment,and attribute information",3,NA,126768,394,203,21,22.8,212.4
503,Nachtigal,Africa,4.3958,11.72,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35151dams with location,catchment,and attribute information",3,NA,75934.2,539,91,77,22,158.6
504,Genale III,Africa,4.266667,42.01667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35152dams with location,catchment,and attribute information",4,NA,57336.4,198,63,5,25.7,1.4
505,Genale Iv,Africa,4.266667,42.01667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35153dams with location,catchment,and attribute information",4,NA,57336.4,198,63,5,25.7,1.4
506,Mobaye,Africa,4.416666667,18.79444444,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35154dams with location,catchment,and attribute information",7,NA,0.428038,435,224,162,22.5,216.5
507,Mobayi,Africa,4.4167,18.7944,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35155dams with location,catchment,and attribute information",7,NA,0.428038,435,224,162,22.5,216.5
508,Bedden,Africa,4.590556,31.50389,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35156dams with location,catchment,and attribute information",3,NA,471238,531,205,9,24.3,8.2
510,Edea,Africa,3.8222,10.1306,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35157dams with location,catchment,and attribute information",3,NA,132088,78,90,48,24.4,576.2
512,Fula II,Africa,3.65,31.9667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35158dams with location,catchment,and attribute information",8,NA,12.2108,702,426,197,22.3,7.5
513,Shukoli,Africa,3.9167,31.7667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35159dams with location,catchment,and attribute information",3,NA,463046,633,387,5,23,7.7
514,Lakki,Africa,4.05,31.6167,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35160dams with location,catchment,and attribute information",7,NA,113.28,884,339,217,23.2,8.3
515,Song Ndong,Africa,3.132093,10.218457,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35161dams with location,catchment,and attribute information",4,NA,4702.25,98,99,17,24.5,478.6
518,Chollet,Africa,2.198259,14.581123,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35162dams with location,catchment,and attribute information",5,NA,962.525,518,363,32,20.3,158.9
519,Memve Ele,Africa,2.275,10.25,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35163dams with location,catchment,and attribute information",4,NA,28524,374,173,58,21.8,348.9
520,Murchison Base 2,Africa,2.270131,31.624941,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35164dams with location,catchment,and attribute information",3,NA,351157,709,250,2,22.4,6.6
521,Karuma Falls,Africa,2.2667,32.25,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35165dams with location,catchment,and attribute information",7,NA,92.0111,1055,117,96,20.1,8.6
522,Solen II,Africa,1.56,30.24,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35166dams with location,catchment,and attribute information",6,NA,145.483,1382,237,70,17.9,105.6
523,Soleniama I,Africa,1.56,30.24,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35167dams with location,catchment,and attribute information",6,NA,145.483,1382,237,70,17.9,105.6
524,Budana,Africa,1.5667,30.1833333,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35168dams with location,catchment,and attribute information",5,NA,4262.54,1244,215,134,18.1,80.4
525,Masindi I,Africa,1.666721,31.716641,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35169dams with location,catchment,and attribute information",7,NA,15.6633,1138,283,29,20.5,8
526,Ayago North,Africa,1.816667,32.466666,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35170dams with location,catchment,and attribute information",7,NA,0.214552,1059,94,15,19.9,9
528,Muzizi,Africa,1.0244,30.5236,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35171dams with location,catchment,and attribute information",7,NA,40.7793,807,235,28,21,6.8
529,Kinguélé,Africa,0.455,10.281,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35172dams with location,catchment,and attribute information",5,NA,1770.31,322,481,85,23.1,428.5
531,Narubale,Africa,0.4432,33.1852,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35173dams with location,catchment,and attribute information",3,NA,265381,1186,266,26,18.4,9.3
535,KIIra,Africa,0.4501,33.1861,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35174dams with location,catchment,and attribute information",3,NA,265382,1186,266,26,18.4,9.3
537,Tshopo,Africa,0.53,25.19,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35175dams with location,catchment,and attribute information",4,NA,19202,410,51,10,22.7,67.2
539,Ewaso Ngiro,Africa,0.5667,36.8667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35176dams with location,catchment,and attribute information",5,NA,7523.26,1691,347,25,13.9,3.5
540,Kalagala,Africa,0.5962,33.0521,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35177dams with location,catchment,and attribute information",8,NA,13.7374,1110,146,25,18.8,8.2
542,Mubuku-3,Africa,0.1667,30.1,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35178dams with location,catchment,and attribute information",6,NA,204.567,987,109,76,19.1,8.7
543,Bygoe,Africa,0.30903837,30.09807074,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35179dams with location,catchment,and attribute information",6,NA,254.579,2091,594,309,17.1,83
544,Bugoye,Africa,0.3383,30.0772222,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35180dams with location,catchment,and attribute information",7,NA,195.12,2091,594,394,14.7,103
546,Magwagwa,Africa,-0.486,35.0352,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35181dams with location,catchment,and attribute information",5,NA,3196.1,1681,342,63,13.9,8.1
549,Sondu Miriu,Africa,-0.3464,34.8523,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35182dams with location,catchment,and attribute information",7,NA,18.2456,1234,101,166,16.5,7.4
554,Ishasha River,Africa,-0.8681,29.66388542,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35183dams with location,catchment,and attribute information",6,NA,464.019,1418,427,304,17.3,70.1
557,Munyu,Africa,-0.7833,36.45,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35184dams with location,catchment,and attribute information",7,NA,76.1959,2208,232,146,12.5,5.5
558,Tana,Africa,-0.78,37.27,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35185dams with location,catchment,and attribute information",5,NA,3983.88,1110,196,68,15.3,5.7
561,Boali 1and2,Africa,-1.483989,10.20818,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35186dams with location,catchment,and attribute information",5,NA,986.733,80,175,25,23.5,303.3
562,Boali III,Africa,-1.483989,10.20818,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35187dams with location,catchment,and attribute information",5,NA,986.733,80,175,25,23.5,303.3
563,Mukungwa,Africa,-1.5889,29.6375,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35188dams with location,catchment,and attribute information",5,NA,1353.39,1767,718,156,14.5,118.3
565,Kagera River,Africa,-1.1936,31.0954,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35189dams with location,catchment,and attribute information",4,NA,46643,1246,189,12,17.4,8.1
566,Gamomba,Africa,-2.083333,14.683333,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35190dams with location,catchment,and attribute information",7,NA,17.3762,580,246,255,21.5,281.7
567,Ntaruka,Africa,-2.027778,29.39944,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35191dams with location,catchment,and attribute information",6,NA,112.198,2039,479,197,14.9,162.8
568,Nyabarongo,Africa,-2,29.63,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35192dams with location,catchment,and attribute information",5,NA,2629.13,1896,501,35,15.4,137.5
570,Ruzizi III,Africa,-2.6994,28.9907,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35193dams with location,catchment,and attribute information",5,NA,7833.98,1343,525,63,18.4,143.8
571,Ruzizi I and II,Africa,-2.5092,28.8752,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35194dams with location,catchment,and attribute information",5,NA,7457.01,1663,432,34,14.8,183.8
572,Ruzizi 111,Africa,-2.51,28.84,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35195dams with location,catchment,and attribute information",7,NA,0.214455,1659,251,27,15.5,151.8
574,Rusumo Falls,Africa,-2.3836,30.785,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35196dams with location,catchment,and attribute information",4,NA,30721.9,1395,421,92,17.1,7.1
576,Rusumo Falls,Africa,-2.375262,30.785277,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35197dams with location,catchment,and attribute information",4,NA,30724.5,1395,421,92,17.1,7.1
577,Imboulou,Africa,-3.097778,15.8325,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35198dams with location,catchment,and attribute information",7,NA,15.8614,608,45,40,21.2,189.3
578,Mpe,Africa,-2.9419,14.6871,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35199dams with location,catchment,and attribute information",6,NA,62.1668,566,318,68,20.9,307.2
579,Kouembali,Africa,-2.895,14.95,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35200dams with location,catchment,and attribute information",4,NA,3808.45,460,295,137,21.9,303.2
580,Mpanda,Africa,-3.167554,29.408959,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35201dams with location,catchment,and attribute information",7,NA,21.2186,1006,251,146,20.4,83.6
581,Kaganuzi Complex,Africa,-3.025,29.641667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35202dams with location,catchment,and attribute information",7,NA,274.81,1897,363,62,14.8,78.7
582,Kabu 16,Africa,-3.018297,29.226737,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35203dams with location,catchment,and attribute information",6,NA,11368.2,873,220,24,19.5,199.6
583,Rwegura,Africa,-2.9181,29.5194,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35204dams with location,catchment,and attribute information",7,NA,34.942,1898,551,56,13.6,116.4
586,Dijoue Ext.,Africa,-4.3,15.2,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35205dams with location,catchment,and attribute information",4,NA,6235.58,338,278,8,22.4,192
587,Djouel,Africa,-4.3,15.2,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35206dams with location,catchment,and attribute information",4,NA,6235.58,338,278,8,22.4,192
588,Maukaukoule,Africa,-4.170966,13.75683,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35207dams with location,catchment,and attribute information",7,NA,12.4168,240,196,13,23.6,153.7
589,Sounda,Africa,-4.0769,12.1371,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35208dams with location,catchment,and attribute information",7,NA,65.3104,296,533,154,22.8,126
592,Jiji 03,Africa,-3.916,29.834,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35209dams with location,catchment,and attribute information",7,NA,41.7584,1972,444,25,12.9,148.7
594,Zongo I and II,Africa,-5.3083,15.2,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35210dams with location,catchment,and attribute information",4,NA,11783.6,583,176,4,22.2,168.2
597,Sikila,Africa,-5.8,13.95,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35211dams with location,catchment,and attribute information",5,NA,2100.06,314,160,8,23.8,105.9
598,Katobo,Africa,-5.716666667,13.63333333,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35212dams with location,catchment,and attribute information",7,NA,121.53,298,282,51,24.2,97.8
599,Fwamalo,Africa,-5.7,13.91388889,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35213dams with location,catchment,and attribute information",5,NA,2194.89,334,280,13,23.8,110.2
600,Digue divers.,Africa,-5.608333333,13.86666667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35214dams with location,catchment,and attribute information",5,NA,2304.47,305,308,36,23.8,109.5
601,Shongo,Africa,-5.6,13.76666667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35215dams with location,catchment,and attribute information",5,NA,2490.98,285,358,7,24.1,105.9
603,Grand Inga,Africa,-5.5432,13.5554,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35216dams with location,catchment,and attribute information",6,NA,686.807,182,381,59,24.7,107.1
604,Inga-3,Africa,-5.5284,13.6045,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35217dams with location,catchment,and attribute information",2,NA,3685740,192,484,33,24.2,116
